customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,InternetService
CUST-00056,Female,No,No,Yes,30,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,761.2048744294833,22836.1462328845,No,No
CUST-00057,Female,No,Yes,No,235,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,216.92415560160475,50977.176566377115,No,No
CUST-00058,Female,No,Yes,No,138,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,24.694669515665694,3407.864393161866,No,No
CUST-00059,Female,Yes,No,No,121,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.91627353427701,13057.869097647519,Yes,No
CUST-00060,Female,Yes,No,No,96,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,267.1444756507175,25645.86966246888,Yes,No
CUST-00061,Male,Yes,Yes,Yes,72,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),237.13251022479193,17073.54073618502,No,No
CUST-00062,Female,Yes,No,No,142,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),326.30873476615494,46335.840336794005,Yes,No
CUST-00063,Male,No,No,No,88,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,531.5774592041143,46778.81640996206,No,No
CUST-00064,Female,No,Yes,No,13,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),395.0611472312563,5135.794914006332,No,No
CUST-00065,Female,Yes,No,No,142,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),489.9948551873553,69579.26943660446,No,No
CUST-00066,Female,No,Yes,No,32,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),108.42255212158452,3469.5216678907045,No,No
CUST-00067,Male,Yes,No,Yes,292,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,184.45642372124715,53861.275726604166,No,No
CUST-00068,Male,Yes,Yes,No,111,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,391.3622358183344,43441.20817583512,No,No
CUST-00069,Female,Yes,No,No,293,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,1127.5612585846209,330375.4487652939,Yes,No
CUST-00070,Female,No,Yes,Yes,215,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,124.82602011350497,26837.594324403566,No,No
CUST-00071,Female,Yes,Yes,Yes,107,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,287.04829846456323,30714.167935708265,No,No
CUST-00072,Female,Yes,Yes,No,112,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,117.16692925139166,13122.696076155866,Yes,No
CUST-00073,Female,Yes,Yes,No,193,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,531.2574340255339,102532.68476692805,No,No
CUST-00074,Male,Yes,Yes,No,38,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),302.4894586154755,11494.599427388068,No,No
CUST-00075,Female,No,No,Yes,186,No,No,No,Yes,Yes,No,One year,No,Mailed check,526.6897833143217,97964.29969646384,No,No
CUST-00076,Female,No,Yes,No,41,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,141.05725916983252,5783.347625963133,Yes,No
CUST-00077,Female,No,No,No,31,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),651.7240395679815,20203.44522660743,No,No
CUST-00078,Male,Yes,No,No,289,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,386.71105785806253,111759.49572098008,No,No
CUST-00079,Female,No,Yes,No,90,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),227.61969985180767,20485.77298666269,No,No
CUST-00080,Female,No,No,Yes,61,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,588.2514479623646,35883.338325704244,No,No
CUST-00081,Female,Yes,No,No,7,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,527.5136240644624,3692.595368451237,Yes,No
CUST-00082,Female,No,No,Yes,187,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,650.6478177253717,121671.14191464451,No,No
CUST-00083,Female,No,Yes,Yes,21,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,257.52163229663915,5407.954278229422,No,No
CUST-00084,Female,No,Yes,No,40,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),569.7032395264749,22788.129581058998,No,No
CUST-00085,Female,No,No,No,213,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,719.1273273966132,153174.12073547862,No,No
CUST-00086,Female,No,Yes,Yes,42,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),454.1722270282098,19075.233535184812,No,No
CUST-00087,Male,No,No,No,78,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),304.3507359898459,23739.35740720798,Yes,No
CUST-00088,Male,Yes,No,No,0,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),390.5260273044544,0.0,Yes,No
CUST-00089,Male,Yes,No,No,137,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,449.67991544962405,61606.148416598495,Yes,No
CUST-00090,Female,No,Yes,No,121,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),217.01007612851228,26258.219211549986,No,No
CUST-00091,Female,Yes,Yes,No,180,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),113.066339552187,20351.94111939366,Yes,No
CUST-00092,Male,No,No,Yes,249,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,566.3786595101559,141028.2862180288,No,No
CUST-00093,Female,Yes,No,Yes,13,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,263.35679711010164,3423.638362431321,Yes,No
CUST-00094,Female,Yes,No,No,238,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),708.7683095117931,168686.85766380676,Yes,No
CUST-00095,Female,No,No,No,29,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,149.27003905517842,4328.831132600174,No,No
CUST-00096,Male,No,No,No,95,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),293.4522382675557,27877.96263541779,Yes,No
CUST-00097,Female,No,No,No,112,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),148.4829746967991,16630.093166041497,Yes,No
CUST-00098,Female,Yes,No,No,26,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.91938666021741,2623.904053165653,Yes,No
CUST-00099,Female,Yes,Yes,No,192,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),137.65610974346913,26429.973070746073,Yes,No
CUST-00100,Female,No,Yes,No,98,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,302.99885307949575,29693.887601790582,No,No
CUST-00101,Male,No,Yes,No,172,Yes,No,No,No,No,Yes,One year,No,Electronic check,470.25220543290743,80883.37933446007,No,No
CUST-00102,Female,Yes,No,No,228,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),317.0783380731838,72293.8610806859,Yes,No
CUST-00103,Female,Yes,No,No,180,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),185.83707669142544,33450.67380445658,Yes,No
CUST-00104,Female,Yes,Yes,Yes,58,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),479.8294342713806,27830.107187740075,No,No
CUST-00105,Female,Yes,No,No,79,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),42.02956925021324,3320.335970766846,Yes,No
CUST-00106,Female,Yes,No,No,125,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,65.19285583282033,8149.106979102541,Yes,No
CUST-00107,Female,Yes,No,Yes,185,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,60.280578340718364,11151.906993032897,No,No
CUST-00108,Male,Yes,No,Yes,68,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),321.01704402659306,21829.158993808327,No,No
CUST-00109,Male,Yes,No,No,217,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,629.5856733183787,136620.09111008816,No,No
CUST-00110,Male,No,Yes,Yes,150,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,52.396247492230515,7859.4371238345775,No,No
CUST-00111,Female,Yes,No,No,215,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),455.5006539840567,97932.6406065722,Yes,No
CUST-00112,Female,No,Yes,No,225,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,259.167742928233,58312.74215885242,No,No
CUST-00113,Male,No,No,Yes,149,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,146.77284973688222,21869.154610795453,No,No
CUST-00114,Male,Yes,Yes,No,40,No,No,No,No,No,No,One year,No,Electronic check,240.88368096018246,9635.3472384073,No,No
CUST-00115,Female,No,Yes,Yes,74,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,196.54206803114533,14544.113034304755,No,No
CUST-00116,Female,Yes,No,Yes,108,No,No,Yes,No,Yes,No,One year,No,Electronic check,342.9446357157367,37038.02065729957,No,No
CUST-00117,Female,Yes,No,No,178,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),743.0481320825851,132262.56751070014,No,No
CUST-00118,Female,No,No,No,74,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,145.1502932835703,10741.121702984203,No,No
CUST-00119,Female,No,Yes,No,72,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,144.53259859326943,10406.3470987154,No,No
CUST-00120,Female,No,No,No,75,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),419.76995642572757,31482.74673192957,No,No
CUST-00121,Female,Yes,No,Yes,253,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),367.3394642339975,92936.88445120136,No,No
CUST-00122,Male,No,No,Yes,266,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),38.733424319935054,10303.090869102723,Yes,No
CUST-00123,Female,Yes,No,No,5,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.6202419714245,438.1012098571225,Yes,No
CUST-00124,Female,Yes,No,No,200,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.90372546248462,14180.745092496923,No,No
CUST-00125,Male,No,No,No,15,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,547.0372596947057,8205.558895420585,No,No
CUST-00126,Female,No,Yes,No,68,No,No,No,No,No,Yes,One year,Yes,Electronic check,138.2161508511491,9398.698257878139,No,No
CUST-00127,Female,No,No,Yes,109,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,378.0977547010151,41212.65526241065,No,No
CUST-00128,Male,Yes,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,615.7955314760949,44337.27826627883,Yes,No
CUST-00129,Female,No,Yes,No,31,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,463.60678490169454,14371.81033195253,No,No
CUST-00130,Female,No,Yes,Yes,72,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,52.21448022406182,3759.4425761324514,No,No
CUST-00131,Female,No,No,No,30,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,341.4996854620723,10244.99056386217,Yes,No
CUST-00132,Male,Yes,No,No,126,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),242.93582355830583,30609.913768346534,Yes,No
CUST-00133,Female,No,Yes,Yes,193,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,106.83740901197038,20619.619939310283,No,No
CUST-00134,Female,Yes,No,No,202,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),556.3492779730182,112382.55415054967,No,No
CUST-00135,Male,Yes,Yes,No,195,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,190.85515987083696,37216.75617481321,Yes,No
CUST-00136,Female,No,No,No,108,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),366.06914822098094,39535.468007865944,No,No
CUST-00137,Female,Yes,No,Yes,303,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,343.78913119135075,104168.10675097928,No,No
CUST-00138,Female,No,Yes,No,208,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,356.43280268071993,74138.02295758974,No,No
CUST-00139,Male,Yes,Yes,No,73,No,No,Yes,No,No,No,Two year,No,Mailed check,184.3466918721452,13457.308506666599,Yes,No
CUST-00140,Male,Yes,No,No,372,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,797.8930289154017,296816.20675652946,Yes,No
CUST-00141,Female,No,No,Yes,92,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),207.04676771340021,19048.30262963282,No,No
CUST-00142,Male,No,Yes,Yes,211,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,126.88615326902544,26772.97833976437,No,No
CUST-00143,Female,No,Yes,Yes,256,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,173.2890209562581,44361.98936480207,No,No
CUST-00144,Female,No,No,Yes,282,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),279.2676819395795,78753.48630696142,No,No
CUST-00145,Female,No,No,Yes,124,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),510.677412186605,63323.99911113902,No,No
CUST-00146,Female,No,Yes,No,19,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,328.14256868288993,6234.708804974909,No,No
CUST-00147,Male,Yes,No,No,202,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),671.9081196230763,135725.44016386144,No,No
CUST-00148,Female,No,Yes,No,188,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),386.2650766602424,72617.83441212558,No,No
CUST-00149,Male,Yes,No,No,1,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,294.4700150314776,294.4700150314776,Yes,No
CUST-00150,Female,Yes,Yes,No,222,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),477.0143118165161,105897.17722326658,No,No
CUST-00151,Male,Yes,No,No,248,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,653.8011471845269,162142.68450176268,No,No
CUST-00152,Male,No,No,No,83,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.991574203278155,4564.300658872087,Yes,No
CUST-00153,Female,Yes,No,No,154,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.30050934937063,14214.278439803076,Yes,No
CUST-00154,Female,Yes,No,No,134,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,518.6387488426196,69497.59234491103,No,No
CUST-00155,Male,Yes,No,Yes,98,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),171.42687284327928,16799.83353864137,No,No
CUST-00156,Female,No,No,Yes,111,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),324.54212453602906,36024.17582349922,No,No
CUST-00157,Male,Yes,No,No,52,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,96.23303372922578,5004.117753919741,Yes,No
CUST-00158,Male,Yes,Yes,No,348,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.46621117309874,23478.241488238364,Yes,No
CUST-00159,Female,Yes,No,No,13,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,196.24417863731193,2551.174322285055,Yes,No
CUST-00160,Male,No,Yes,No,97,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),455.4436356640153,44178.03265940948,No,No
CUST-00161,Female,Yes,No,Yes,185,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),159.7321003133433,29550.43855796851,No,No
CUST-00162,Female,Yes,Yes,No,124,No,No,No,Yes,No,No,One year,Yes,Electronic check,472.8681627236769,58635.65217773594,No,No
CUST-00163,Female,Yes,No,No,254,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.6225430649139,13874.12593848813,Yes,No
CUST-00164,Female,No,No,Yes,2,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),194.5879084799087,389.1758169598174,No,No
CUST-00165,Female,Yes,Yes,No,87,No,No,No,No,No,Yes,One year,No,Credit card (automatic),588.79057877502,51224.78035342674,No,No
CUST-00166,Female,Yes,No,Yes,225,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),187.79921716743996,42254.82386267399,Yes,No
CUST-00167,Female,No,No,No,0,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,158.09016770259063,0.0,Yes,No
CUST-00168,Female,No,No,No,134,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),194.68925163000665,26088.359718420892,Yes,No
CUST-00169,Female,No,No,Yes,160,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,499.49772784117755,79919.63645458841,No,No
CUST-00170,Female,Yes,Yes,Yes,6,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,30.29374016284918,181.76244097709508,No,No
CUST-00171,Female,No,Yes,No,62,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,343.83756020988324,21317.92873301276,No,No
CUST-00172,Female,No,Yes,Yes,19,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),377.4662545532329,7171.858836511425,No,No
CUST-00173,Female,No,No,No,48,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,267.66969482666275,12848.145351679812,No,No
CUST-00174,Female,Yes,Yes,No,45,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),482.37477748184494,21706.864986683024,No,No
CUST-00175,Male,Yes,No,Yes,119,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,287.8704638902275,34256.58520293707,No,No
CUST-00176,Female,Yes,Yes,Yes,97,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,437.8750148237812,42473.87643790678,No,No
CUST-00177,Female,Yes,Yes,No,82,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,349.80627039114336,28684.114172073754,No,No
CUST-00178,Female,Yes,No,No,143,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),529.5586562235692,75726.8878399704,No,No
CUST-00179,Female,Yes,No,No,147,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),567.3872369297022,83405.92382866623,No,No
CUST-00180,Male,Yes,No,Yes,51,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,333.3398971263159,17000.334753442112,Yes,No
CUST-00181,Female,No,No,No,142,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,355.20293311689613,50438.81650259925,Yes,No
CUST-00182,Female,No,Yes,No,3,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),258.85140151892836,776.5542045567851,No,No
CUST-00183,Female,No,Yes,Yes,27,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),155.15386961586177,4189.154479628268,No,No
